txn_id,user_id,txn_time,amount,merchant_type,txn_type,device,location,ip_address
198,295,2025-06-02 07:55:37,5918.15,travel,online,df6a85c7-3adc-46ad-b149-b8eeac4b8156,Costa Rica,115.171.119.94
199,141,2025-06-02 07:54:32,162.95,e-commerce,international,6d0e97da-3f9b-4c81-962a-da65ab5bd5b3,Israel,57.94.102.38
200,463,2025-06-02 07:56:49,18058.8,gaming,international,1b400b89-ae63-4ee0-8885-97abc1f90f15,Cape Verde,48.169.144.58
201,326,2025-06-02 07:56:00,3803.45,travel,international,b42c2127-1362-47ae-b62a-0f89b35a374c,Costa Rica,82.127.241.7
202,338,2025-06-02 08:00:01,13617.42,gaming,international,b48e5ba0-0d99-4a07-8d25-4366bead6e62,Bangladesh,107.148.232.29
203,331,2025-06-02 07:55:47,789.41,crypto,online,7d4adfb8-f424-4d09-8fb4-14da8a765934,Netherlands Antilles,80.74.39.196
204,68,2025-06-02 07:58:19,1803.58,travel,in-person,1c70a716-5f7e-4e21-9bc7-8b45afda2d58,Bosnia and Herzegovina,183.84.172.250
205,103,2025-06-02 08:00:06,2644.06,retail,in-person,27acc806-ab9b-4c0a-809f-52448e0a8465,Sweden,111.74.126.170
206,140,2025-06-02 07:59:17,16609.62,travel,in-person,3c605695-0760-4070-998e-30d978af0dd7,Saint Kitts and Nevis,106.195.24.76
207,383,2025-06-02 07:57:50,17408.07,e-commerce,in-person,82133470-0f7f-4b97-b2e0-6bd2a210dfb7,Tonga,193.68.84.237
208,387,2025-06-02 07:56:27,19330.04,crypto,international,3e1fa485-f640-4842-9b58-c65c05c63904,Ethiopia,166.185.217.167
209,203,2025-06-02 07:57:20,279.36,retail,online,de678cef-1915-4152-8fc2-c7c76ef758e4,Lithuania,101.178.173.254
210,384,2025-06-02 07:59:53,13447.14,retail,in-person,5b77ef1b-c71f-409f-a402-c2fe25b1ea6b,British Virgin Islands,147.81.157.88
211,191,2025-06-02 07:59:17,2167.81,gaming,in-person,21ec5f23-f64b-4361-b5c9-286ec3340551,Cameroon,213.130.179.117
212,483,2025-06-02 07:58:32,11228.59,retail,online,c5aed2f7-3f9e-4472-8116-a4ec89943fef,Saint Pierre and Miquelon,70.53.97.142
213,422,2025-06-02 07:59:20,9285.89,travel,international,f6466682-90f7-4319-ac90-44f25ab62750,Samoa,157.0.129.194
214,24,2025-06-02 07:57:02,18925.28,travel,in-person,22b44162-b170-4eca-a2ea-a28ac7dc7017,Mauritius,186.26.44.244
215,455,2025-06-02 07:59:17,10751.39,crypto,in-person,4ee90244-311a-4921-8c0c-b6e0cdd45171,Netherlands Antilles,55.135.10.249
216,381,2025-06-02 07:55:41,13929.98,retail,in-person,8e8d320c-587c-400c-a69a-1ec1962be9ab,Benin,13.134.91.180
217,80,2025-06-02 07:55:47,17708.39,e-commerce,in-person,87706309-cc6f-4705-ac05-76cdc0660a5d,Germany,210.235.23.7
218,488,2025-06-02 07:56:35,5595.52,travel,online,66c5b489-b196-4695-91fa-7299ecbd9de4,Romania,79.31.13.121
219,121,2025-06-02 07:55:25,17109.15,e-commerce,international,9aa2a52e-30af-42c6-867c-0bd94177a9d9,Micronesia,29.119.131.114
220,331,2025-06-02 07:54:18,7174.12,crypto,in-person,5ccaa3c8-e320-4bb5-826e-5aaaff13c9ab,Iran,218.72.59.45
221,486,2025-06-02 07:56:40,16960.82,crypto,online,9af5ed22-b4d1-46f8-897b-8437f9373855,Guernsey,115.124.244.232
222,328,2025-06-02 07:56:26,11943.32,e-commerce,online,c28a6b29-9337-44b1-912a-cd0db79ec65a,Bolivia,104.32.149.228
223,65,2025-06-02 07:58:28,15739.78,gaming,online,df6a85c7-3adc-46ad-b149-b8eeac4b8156,Latvia,204.139.49.76
224,107,2025-06-02 07:55:55,11728.08,gaming,in-person,57d49e49-a588-4da7-8751-0d6d0df22b39,Turks and Caicos Islands,131.119.147.134
225,462,2025-06-02 07:59:03,11920.04,travel,online,ebf8dcc7-400c-4369-a218-68754859f3ed,Niue,114.104.99.168
226,409,2025-06-02 07:58:26,3490.77,e-commerce,online,f05fd0d7-6a84-4ae9-8a51-4008c0a85ed3,Bulgaria,88.121.142.25
227,404,2025-06-02 07:57:00,4759.39,travel,online,62f74d80-8269-4c02-964f-482ad5912782,Venezuela,147.32.16.220
228,65,2025-06-02 08:00:01,14834.62,retail,online,6d0e97da-3f9b-4c81-962a-da65ab5bd5b3,Denmark,90.219.143.53
229,230,2025-06-02 07:58:23,15560.56,retail,international,267269a0-2c19-4aa6-b9a1-b6400dba9c0c,Norway,83.62.122.215
230,114,2025-06-02 07:54:36,18908.37,e-commerce,international,66af66d8-fff3-429d-9b98-e09f4308592e,Seychelles,120.227.199.232
231,338,2025-06-02 07:57:57,10429.5,crypto,international,c1148940-e8ad-4d1f-8ffa-828de42c13db,Guinea-Bissau,15.185.65.7
232,246,2025-06-02 07:58:41,16946.12,crypto,international,b9481ec0-3d4e-4a6b-b0f5-fb2234ca6248,Mali,157.65.228.117
233,466,2025-06-02 07:55:57,8871.8,e-commerce,in-person,d1dd176f-7cae-4853-ae99-0ce9440e9349,Greece,194.101.198.71
234,65,2025-06-02 07:54:54,5501.04,retail,international,820d6ca7-e728-45fc-9c50-680dbb46dc81,Turkey,158.252.116.201
235,306,2025-06-02 07:56:06,10611.61,crypto,international,20a6b995-5d6b-472d-baee-4d9544c0f622,Cuba,139.57.112.107
236,407,2025-06-02 07:56:25,14035.89,retail,international,93a0f501-485a-4e74-a0d1-284614ca7ffe,Seychelles,155.253.254.68
237,232,2025-06-02 07:57:57,17761.93,crypto,in-person,b4df7178-a608-40d7-bbfc-40f3f327d477,Dominica,129.127.214.214
238,213,2025-06-02 07:58:15,14592.52,travel,in-person,3180ed72-c85c-47ba-8ee2-a18c3e7d9d37,Suriname,25.4.135.149
239,192,2025-06-02 07:57:30,19071.9,crypto,online,60169b47-0cde-4f3a-a891-dec95e8ee7a9,Micronesia,159.8.243.46
240,48,2025-06-02 07:57:08,8638.1,travel,online,238718af-b197-4178-bfc2-f18df0e8791e,Guam,206.96.228.112
241,490,2025-06-02 07:54:54,11232.17,travel,international,e1632c5d-40a5-4de1-96ba-b66cdf87b5db,Holy See (Vatican City State),56.209.236.150
242,448,2025-06-02 07:58:40,13307.15,crypto,international,9ecf214a-c8f8-4c5c-b1b7-1dd1e79175e4,Canada,176.58.59.217
243,308,2025-06-02 07:54:32,6249.67,e-commerce,international,607e77fc-54d0-4654-8094-fb126704adac,Canada,80.236.148.89
244,337,2025-06-02 07:56:52,9644.31,e-commerce,in-person,0c27c990-5fd6-42f5-aaf8-ce1f2252d5a4,Mozambique,212.250.232.150
245,59,2025-06-02 07:58:48,15252.35,retail,online,55d5b7b0-a964-4319-b0a3-4d7f71ba5bde,Lesotho,120.146.143.178
246,288,2025-06-02 07:55:17,19490.96,retail,international,ea357b29-afc7-4030-8d0a-83bfddf4b9a2,Saint Vincent and the Grenadines,76.84.173.21
247,14,2025-06-02 07:57:12,12180.29,travel,online,ac8a55b8-abf2-4da9-b7dd-8417453822e0,Bermuda,144.61.163.107
248,391,2025-06-02 07:57:34,6180.38,travel,in-person,c9731228-cc5d-42f1-8db2-d491d69e6c67,Somalia,131.41.197.238
249,74,2025-06-02 07:59:59,11326.86,crypto,online,4cef01da-6157-43e6-bd45-f318f471824d,Uruguay,143.136.2.249
250,498,2025-06-02 07:56:24,614.11,retail,online,5cf3d52e-c42e-438f-a475-d0f3ef0c6f78,Tanzania,17.145.2.237
251,175,2025-06-02 07:55:35,3149.03,travel,international,98113f2d-0c04-4b5b-816a-258dd8cf3a30,Swaziland,45.88.88.160
252,291,2025-06-02 07:56:51,11924.88,e-commerce,online,c172c4e7-6323-4432-bdb8-95c2043c2fd0,Central African Republic,87.90.81.178
253,26,2025-06-02 07:58:35,13479.7,travel,in-person,9655f78a-0812-44aa-8fc7-3df57ad23819,Djibouti,54.196.64.23
254,311,2025-06-02 07:59:14,8841.44,travel,online,b42c2127-1362-47ae-b62a-0f89b35a374c,Cocos (Keeling) Islands,98.126.59.155
255,177,2025-06-02 07:58:55,8598.84,travel,international,dbee8385-c0b9-4e43-b301-8f9e4e33b8a8,Norway,143.156.136.158
256,270,2025-06-02 07:59:25,13342.98,e-commerce,online,a88e604d-9999-468a-81d0-56e03e772cae,San Marino,124.222.255.218
257,29,2025-06-02 07:54:33,154.73,travel,online,cdf6cd0f-ee8f-45d5-930d-6e62b1d3df9a,Yemen,160.142.38.86
258,131,2025-06-02 07:56:36,5789.65,e-commerce,online,1341c6e1-2779-42d1-93bc-2cf2bce7a7bd,Suriname,92.156.14.50
259,90,2025-06-02 07:57:15,2584.58,retail,international,48995b8a-0ae2-484e-a0d6-2c9d558b08e3,Equatorial Guinea,96.76.237.228
260,427,2025-06-02 07:58:30,13361.3,travel,online,9f29eaef-f81a-4832-be7d-66448edb1131,Cayman Islands,80.197.78.99
261,22,2025-06-02 07:59:05,8724.96,crypto,online,a6043a97-c18a-47dd-90f7-fadd102cdb81,Canada,112.145.208.183
262,220,2025-06-02 07:56:45,11468.42,crypto,in-person,82178168-a02e-439d-9597-608797734baf,Palestinian Territory,161.220.72.224
263,495,2025-06-02 07:58:39,6496.04,retail,in-person,515bd067-b436-4d65-ad42-9f3974c991da,Myanmar,35.160.245.198
264,186,2025-06-02 07:57:02,1763.51,e-commerce,online,0b44a1c5-45f1-4210-9974-d1af57cb0e60,Uruguay,68.173.53.232
265,269,2025-06-02 07:57:34,1573.86,travel,international,c8f22e00-0c68-4018-b8c6-060a80d792da,United Kingdom,153.204.91.201
266,399,2025-06-02 07:55:29,3363.49,retail,international,92bcad13-d747-4ddd-bcec-df99d715e174,Honduras,142.160.62.113
267,100,2025-06-02 07:55:30,18118.55,travel,in-person,ba0802a3-3f8f-431c-8934-06bab7535c57,Maldives,121.163.129.190
268,331,2025-06-02 07:57:54,16300.93,gaming,online,8bd482cc-dee3-483d-b7b6-421756a34fdc,Bangladesh,206.141.162.250
269,89,2025-06-02 07:59:29,12048.38,e-commerce,online,16efd901-181e-4482-9898-887f1099527d,Nepal,157.225.80.196
270,253,2025-06-02 07:54:46,9279.6,retail,international,1cc5d0bd-507b-4906-b0d9-79eb1331c3ca,Burundi,203.65.152.222
271,452,2025-06-02 07:55:55,11290.27,retail,in-person,48e4abf3-a2d2-4dc5-ae41-f99ebcdc7504,Uganda,50.95.23.236
272,162,2025-06-02 07:57:32,3020.0,e-commerce,in-person,5a5379ae-b82d-4b3c-ba49-ce7c3da067dd,Western Sahara,65.255.192.122
273,408,2025-06-02 07:56:19,5494.2,e-commerce,in-person,607e77fc-54d0-4654-8094-fb126704adac,Sri Lanka,84.111.2.209
274,237,2025-06-02 07:55:22,9038.83,e-commerce,in-person,515bd067-b436-4d65-ad42-9f3974c991da,Venezuela,39.53.230.75
275,331,2025-06-02 07:59:15,17285.14,e-commerce,international,faa3cd83-3156-42ee-ae42-b264e77709e3,Montserrat,16.172.124.153
276,237,2025-06-02 07:55:06,11607.01,e-commerce,in-person,701c2c74-f9af-4f9f-a6ef-fcadae59e302,Chile,196.144.58.157
277,334,2025-06-02 07:57:33,3765.6,retail,in-person,85080d4d-2f62-40bb-9f85-c7e0e755a6ac,Saint Pierre and Miquelon,52.141.10.155
278,32,2025-06-02 07:59:10,9011.01,travel,international,5f3a580a-9b33-4de5-b3c3-051d2920a273,Vietnam,153.170.226.30
279,89,2025-06-02 07:54:36,783.8,crypto,in-person,9390b2fd-f695-48ac-97e3-42265a28d063,Tuvalu,141.233.146.28
280,82,2025-06-02 07:55:19,7278.6,travel,in-person,f6466682-90f7-4319-ac90-44f25ab62750,Saint Helena,211.57.119.246
281,348,2025-06-02 07:59:14,11958.12,travel,online,eaf8bab2-66c0-4f88-a890-1382ebca92a9,Sweden,117.64.99.8
282,348,2025-06-02 07:55:30,7731.9,travel,international,c632b5e4-59ea-4481-9105-c795c15e5f3e,Pitcairn Islands,188.71.176.68
283,465,2025-06-02 07:57:54,12054.41,gaming,in-person,bbd379fa-5b13-4308-b09b-f74a69760196,Monaco,109.219.234.244
284,73,2025-06-02 07:58:54,18335.01,travel,international,92090716-4a35-4e7e-8f07-cc9c5b10966f,Malta,75.36.203.124
285,67,2025-06-02 07:56:24,11901.23,e-commerce,in-person,c0bd040e-5c0a-4df5-b4a3-2c1a2a00924b,Micronesia,28.171.87.26
286,406,2025-06-02 07:58:27,6570.2,gaming,international,13706ad3-10c1-4b9c-a8b1-874f6900e386,Somalia,153.153.106.189
287,379,2025-06-02 07:56:19,19943.29,retail,online,219ee15e-d53b-4a13-98f8-35f68fbf8403,Equatorial Guinea,66.161.135.196
288,261,2025-06-02 07:59:49,7237.2,travel,in-person,ac8a55b8-abf2-4da9-b7dd-8417453822e0,Mongolia,172.101.142.100
289,175,2025-06-02 07:59:33,18953.42,crypto,online,71949e41-42b5-4e14-b080-2697f435c3a2,Kyrgyz Republic,193.45.224.110
290,80,2025-06-02 07:59:45,1544.22,e-commerce,international,54ec2c70-d849-40cc-ae40-38a9074ed0ef,Somalia,134.96.233.151
291,379,2025-06-02 07:56:41,17673.76,e-commerce,international,52a46f71-5ca7-43e5-97e5-58833c8b527e,Ukraine,167.23.237.44
292,317,2025-06-02 07:56:22,2621.85,crypto,online,62c823ef-cdb7-4fd3-a507-ca917444bcb3,Aruba,223.59.97.32
293,355,2025-06-02 07:58:11,15422.19,gaming,international,ccf21541-7842-43a2-837f-68907d48b248,Korea,188.255.78.27
294,187,2025-06-02 07:54:31,13527.58,gaming,in-person,d0f3f725-fc67-4fe1-b455-d9c4d577d46b,Greenland,32.223.152.86
295,384,2025-06-02 07:59:27,15676.22,gaming,international,2c46fa59-c6b7-4c1b-b735-899cb320f435,Sri Lanka,45.144.168.37
296,415,2025-06-02 07:59:11,15687.62,gaming,in-person,dbee8385-c0b9-4e43-b301-8f9e4e33b8a8,Macedonia,64.18.135.160
297,226,2025-06-02 07:59:59,9234.14,travel,in-person,71115ecd-4c4a-44be-8a52-15c840fdca02,Guatemala,170.110.11.95
298,495,2025-06-02 07:59:06,3242.0,gaming,international,2c5cc94b-38c8-4edf-bc22-cd634207ebf2,Grenada,187.99.60.65
299,27,2025-06-02 07:59:48,12823.94,travel,international,1e98f233-739a-499a-b045-43c285af7026,French Southern Territories,153.3.8.196
300,434,2025-06-02 07:55:58,10318.67,e-commerce,in-person,4556b274-f996-4b7f-be41-e0dedd4f9eec,Norway,71.48.175.134
301,140,2025-06-02 07:59:08,8986.94,retail,online,c78ea0a6-7217-4bb1-a9ed-d500362e7a54,Montenegro,50.24.176.246
302,485,2025-06-02 08:00:09,18210.19,crypto,in-person,b6dc0b2a-9867-49d7-8fe4-3d27df894da5,Guadeloupe,121.236.116.78
303,203,2025-06-02 07:57:44,10040.64,gaming,in-person,bbd379fa-5b13-4308-b09b-f74a69760196,Trinidad and Tobago,182.130.89.118
304,15,2025-06-02 07:54:35,6374.38,e-commerce,international,4c11f425-332f-42b8-aa26-553c8083909a,Hungary,42.16.50.142
305,75,2025-06-02 07:59:57,2752.85,travel,in-person,c6567140-0213-4fdf-b45b-208db9f9bc96,Macao,59.6.244.69
306,389,2025-06-02 07:56:32,14111.02,crypto,international,710011c4-cec2-4c30-8437-5ab6314f9ae0,Wallis and Futuna,49.88.147.75
307,10,2025-06-02 07:58:37,5119.22,gaming,international,db39e7fa-aee2-48e9-9d4a-827dd5707b3d,Guam,125.60.103.28
308,271,2025-06-02 07:59:28,8465.67,travel,online,612f4198-4a34-4ed9-b5c4-72aceda69034,Gibraltar,7.22.0.35
309,123,2025-06-02 07:58:10,8397.09,retail,in-person,180fc6a9-8364-4bf0-87f5-2f5813a1a913,Indonesia,180.158.131.233
310,464,2025-06-02 07:56:26,9997.08,retail,online,8affb73f-547a-4d36-a2d5-c16f566960e5,Niger,128.5.184.146
311,124,2025-06-02 07:54:47,14371.17,travel,in-person,288fc499-1c3a-4c5f-863e-b2ff119d4da2,Madagascar,56.242.157.32
312,124,2025-06-02 07:54:55,11413.7,gaming,international,0d817dab-885a-4fc5-89cf-24c87e95b3c5,Congo,197.131.44.222
313,500,2025-06-02 07:58:08,7212.71,retail,international,607e77fc-54d0-4654-8094-fb126704adac,Korea,83.134.252.232
314,260,2025-06-02 07:56:15,11083.48,crypto,in-person,7e3beef2-39ed-4fbf-8e61-a4fa9fde0795,Cook Islands,15.72.47.73
315,192,2025-06-02 07:59:28,5073.75,e-commerce,in-person,34321765-b1b3-4aff-93b7-43db888837d4,Iceland,23.122.137.248
316,124,2025-06-02 07:55:25,14659.09,e-commerce,international,3d9f3714-116f-4cb0-b9e6-3f41e85ee25c,Myanmar,112.35.14.50
317,69,2025-06-02 07:56:30,887.67,retail,in-person,8ffaa32f-be32-498e-8e9d-5a45fc377363,Brunei Darussalam,41.154.141.60
318,426,2025-06-02 07:56:52,15583.07,crypto,international,fa3e1740-8241-4be8-8d94-a68c3ef3deda,Comoros,107.185.103.98
319,416,2025-06-02 07:56:47,2697.92,crypto,online,82b986f2-c1b9-41af-9da7-39af78103f44,Bahamas,65.174.206.253
320,406,2025-06-02 07:55:12,3990.2,e-commerce,in-person,0ee388dc-5ea0-4f31-b664-e8598fa4ab36,Guadeloupe,165.25.188.231
321,204,2025-06-02 08:00:16,19782.46,retail,in-person,739d9b12-24ae-40c4-8db8-e228297c2d29,Gabon,223.80.225.118
322,332,2025-06-02 07:59:51,3822.88,travel,online,93a0f501-485a-4e74-a0d1-284614ca7ffe,Angola,205.66.95.194
323,140,2025-06-02 07:57:35,2490.38,travel,in-person,f7e20a45-7be5-420b-9167-bdf890aba6de,Marshall Islands,135.133.225.48
324,226,2025-06-02 07:57:04,17892.86,crypto,in-person,ab44cd8c-9de4-4278-bfa4-087184193a8d,Antarctica (the territory South of 60 deg S),41.73.253.71
325,355,2025-06-02 07:55:08,9950.97,retail,in-person,0006dba5-9408-4188-8607-5f9171acb29b,Ukraine,135.83.166.235
326,218,2025-06-02 07:55:59,1579.46,retail,online,c544dfea-4821-487c-8220-d171a03ccfdb,Russian Federation,71.165.156.10
327,53,2025-06-02 07:58:22,1602.3,travel,in-person,4ed1ca5f-6c24-45fc-aa65-3b216eb7e95b,Korea,167.99.41.228
328,219,2025-06-02 07:57:09,3333.73,crypto,in-person,ccd9171f-ee37-4565-8536-134025b216fe,United States Minor Outlying Islands,37.213.106.202
329,446,2025-06-02 07:59:41,18232.23,retail,in-person,74dc82b7-134e-44e5-a097-d69b39bd65d1,Sweden,53.196.65.90
330,406,2025-06-02 07:55:52,18958.14,e-commerce,international,630e214a-14ff-43c9-916e-d6656ae4fbd5,Bermuda,199.236.147.209
331,263,2025-06-02 07:55:30,16022.12,gaming,online,a880fe84-e138-4c29-958a-010ab7c39d17,Hungary,141.19.55.68
332,348,2025-06-02 07:59:21,15626.46,e-commerce,online,3c215437-a42e-4542-9503-0d6dc7565bd5,Botswana,99.11.165.252
333,331,2025-06-02 07:59:57,7327.2,crypto,international,a3e3dd66-7b71-4240-9e22-ceb59981fd58,Lithuania,62.226.86.214
334,348,2025-06-02 07:55:43,8999.0,travel,in-person,66c5b489-b196-4695-91fa-7299ecbd9de4,Iran,195.239.5.98
335,294,2025-06-02 07:59:03,2754.76,travel,in-person,0ea8a514-bc52-4e6d-bf6c-7f3df5c7864c,Bhutan,149.206.49.228
336,128,2025-06-02 07:58:16,19210.44,e-commerce,international,a1a6d9dd-97d6-4da5-a4fb-260d5e695a47,Swaziland,30.246.204.178
337,199,2025-06-02 07:54:56,18270.94,e-commerce,in-person,959a4024-91ba-4563-88cb-e1c2e94fc195,Armenia,26.240.98.76
338,229,2025-06-02 07:56:55,4292.19,retail,in-person,66d8aeac-cf99-4ad0-ac0d-d42ab5378e7d,New Zealand,97.117.234.168
339,252,2025-06-02 07:54:23,4004.37,gaming,online,b6a85497-36f3-4776-bf44-c3c6cf082f80,New Zealand,125.51.241.18
340,366,2025-06-02 07:57:38,8902.78,e-commerce,international,3c605695-0760-4070-998e-30d978af0dd7,Malta,64.93.48.183
341,164,2025-06-02 07:57:09,13357.13,e-commerce,international,a446bb2a-02c2-426d-bafe-c1644733c990,Ecuador,79.211.34.0
342,154,2025-06-02 07:57:36,17027.39,gaming,in-person,3c6beaa1-9f9d-49de-94d2-28721a730608,El Salvador,198.2.42.254
343,103,2025-06-02 07:58:56,15841.52,gaming,in-person,8005d258-abd6-4d67-8ad6-3e6bed4127e4,Canada,124.86.20.116
344,294,2025-06-02 07:56:23,7378.85,retail,online,7c51d66e-0735-4275-995c-e70f6e8be40a,Latvia,197.233.232.10
345,34,2025-06-02 07:57:25,6186.51,crypto,international,32e1f744-e7b6-46fc-9dbe-811d82987518,Togo,17.175.201.165
346,422,2025-06-02 07:58:26,11498.44,gaming,in-person,71f01cf2-f428-4d94-8d34-cb754b33d60e,Holy See (Vatican City State),52.240.212.238
347,239,2025-06-02 07:59:07,13602.5,travel,online,4f3cb064-5417-4732-ab44-92ebb82cafba,Tonga,29.185.71.19
348,283,2025-06-02 07:54:43,12796.24,gaming,online,f4c26c15-075e-4b7c-9835-55f8515151a9,Micronesia,67.238.80.47
349,445,2025-06-02 07:54:58,1109.2,e-commerce,international,bd73a1cb-2ff4-46d9-a6ba-1107307f1082,Mauritius,151.198.73.66
350,83,2025-06-02 07:58:44,6453.89,gaming,in-person,fc60c8e2-3b98-4315-bdad-bdd8442af694,Bangladesh,144.191.72.208
351,459,2025-06-02 07:55:47,5681.68,e-commerce,in-person,24a71876-7fbf-4669-b50c-6af0e9387216,Zimbabwe,206.194.160.75
352,283,2025-06-02 07:54:50,5489.75,travel,international,db2fbd55-158c-4240-8cd8-1e6bfd0c9ff4,China,113.190.28.73
353,329,2025-06-02 07:54:21,3373.55,retail,online,5b5bd3a8-e89e-4cb3-9e72-bc66de7809b9,Morocco,5.10.166.229
354,369,2025-06-02 07:54:31,18040.12,travel,international,7cd17c27-b179-4b2b-8189-feaba4590345,Namibia,85.93.59.158
355,15,2025-06-02 07:54:18,1625.38,retail,in-person,c1f22a6a-ebdd-415b-9876-373844e675d7,France,103.219.164.164
356,293,2025-06-02 07:58:11,8332.32,e-commerce,in-person,f7e20a45-7be5-420b-9167-bdf890aba6de,Philippines,118.12.28.207
357,149,2025-06-02 07:59:14,12838.5,travel,in-person,53ae13b1-d165-47c3-8838-9ce44d9fc36a,French Southern Territories,107.242.218.6
358,351,2025-06-02 07:59:54,8122.44,crypto,online,7d964d53-edfd-4ba6-a28c-f64d2421ba15,New Caledonia,201.133.217.206
359,226,2025-06-02 07:57:09,8313.02,crypto,online,d24481dc-d876-438a-bee4-046d558b789d,Cook Islands,111.99.19.193
360,161,2025-06-02 07:56:41,17229.84,travel,international,fef4089b-2b55-4068-89c1-17360df8403d,Iran,182.137.55.159
361,205,2025-06-02 07:55:52,2616.19,travel,international,3dba2915-7523-4779-8499-dcb9648db0f6,Ecuador,98.176.247.199
362,124,2025-06-02 07:58:49,9329.98,travel,in-person,0336132d-c8c3-4f50-bd31-ccd38eb7f397,Greece,5.159.55.24
363,26,2025-06-02 07:56:58,5804.95,crypto,international,e3919e15-2fea-4b4a-a402-7431810c146d,Uzbekistan,150.45.135.66
364,444,2025-06-02 07:59:51,18046.31,travel,international,5e716618-fe22-4b14-ab67-c0517fbcf8e5,Sri Lanka,168.222.223.194
365,391,2025-06-02 07:57:51,3187.69,retail,in-person,0e096153-81cf-4265-b2ea-615bde394025,Macao,33.250.249.100
366,255,2025-06-02 07:59:02,464.5,crypto,international,6cbba70e-0f22-4314-b3bf-93b536c0903f,Wallis and Futuna,137.27.223.103
367,111,2025-06-02 07:55:10,11667.3,e-commerce,online,0a08ae28-3e22-485c-9524-f1e04467c00e,Cyprus,188.236.171.243
368,452,2025-06-02 07:57:20,16857.15,crypto,in-person,10bd6339-8d4c-40ea-ae75-1f02639c3c20,Panama,4.125.96.172
369,221,2025-06-02 07:55:27,2679.56,travel,international,3e1fa485-f640-4842-9b58-c65c05c63904,Niger,216.4.160.187
370,188,2025-06-02 07:55:03,905.8,e-commerce,international,3dba2915-7523-4779-8499-dcb9648db0f6,Mayotte,54.15.201.100
371,284,2025-06-02 07:56:33,5772.75,crypto,international,b86c3193-82ce-4cde-a582-2e72c550c0de,Malawi,92.97.212.129
372,144,2025-06-02 07:54:41,16506.4,retail,international,d0f3f725-fc67-4fe1-b455-d9c4d577d46b,Canada,222.182.78.63
373,500,2025-06-02 07:56:08,1934.53,travel,in-person,4773ae37-7d06-4c33-91f5-36c01e4bd4c5,Algeria,89.77.250.151
374,387,2025-06-02 08:00:10,2886.2,retail,international,937f1bb1-f1b0-42ac-b530-a42505bf4cc1,Cote d'Ivoire,118.132.140.53
375,24,2025-06-02 07:56:37,779.24,travel,in-person,35a9f2f8-3392-4f31-822b-0140934e0be0,Brazil,79.125.242.169
376,311,2025-06-02 07:55:04,17862.74,gaming,in-person,501a3463-aa2a-40c4-b04a-991e0096c282,Canada,57.216.164.41
377,84,2025-06-02 07:56:48,7859.7,retail,international,72ea57ba-4b1d-492e-982a-25d4d436fc5e,Zambia,187.55.122.160
378,173,2025-06-02 07:58:38,10146.79,retail,international,2cb7c6ec-4934-4442-baea-1bcc4705d9b4,Dominican Republic,21.111.16.85
379,154,2025-06-02 07:59:37,9498.38,e-commerce,in-person,c567980f-62d7-47e5-9079-3c7a4deffab0,British Indian Ocean Territory (Chagos Archipelago),153.140.229.67
380,214,2025-06-02 07:55:25,11674.46,e-commerce,international,a4bc1b41-8ffc-443e-8b95-0277e3fbd1a5,Luxembourg,42.242.16.88
381,336,2025-06-02 07:56:10,15658.3,retail,international,66ed7d2f-45d7-46eb-9c7d-a73fe9bfb144,Iran,199.29.89.205
382,299,2025-06-02 07:55:44,9609.5,retail,international,5e716618-fe22-4b14-ab67-c0517fbcf8e5,Estonia,25.92.243.201
383,431,2025-06-02 07:56:58,7604.43,gaming,online,b7627b39-6181-43e7-8086-ebaffb05b1d7,United States Virgin Islands,180.68.224.209
384,57,2025-06-02 07:55:15,3816.5,crypto,in-person,e3919e15-2fea-4b4a-a402-7431810c146d,Ethiopia,123.60.95.117
385,354,2025-06-02 07:56:43,4078.63,retail,international,6c0513f4-cab3-4a6c-bab6-622fdc06b5b5,Niger,210.121.23.249
386,435,2025-06-02 07:57:01,14717.01,e-commerce,international,2c5cc94b-38c8-4edf-bc22-cd634207ebf2,Mali,17.146.47.49
387,288,2025-06-02 07:56:22,6501.67,crypto,international,5cf3d52e-c42e-438f-a475-d0f3ef0c6f78,Reunion,79.126.142.224
388,89,2025-06-02 07:57:06,9193.81,retail,in-person,aab9c591-6b6a-48c0-b2fd-cd7b75c41d80,Fiji,171.231.57.130
389,396,2025-06-02 07:57:33,17353.22,travel,international,02e4a68f-76d4-4390-8fa2-f5ec948adf83,Mozambique,218.93.178.108
390,127,2025-06-02 07:58:59,5580.85,travel,online,aeb1a899-0158-4c0e-bccf-7e99b012fc8d,Mongolia,188.90.128.156
391,153,2025-06-02 07:55:57,15423.71,gaming,international,65526c69-6fed-4ecd-91ed-75c30906b8da,Spain,216.233.253.197
392,246,2025-06-02 07:56:18,6976.71,travel,in-person,3496d342-a28a-40ae-937e-be6a3603b5f0,British Indian Ocean Territory (Chagos Archipelago),74.246.142.184
393,279,2025-06-02 07:59:48,7594.5,crypto,in-person,2ebf3496-8360-4695-a595-97c6aa9b30cc,Mayotte,98.237.206.7
394,75,2025-06-02 07:59:15,5809.76,travel,international,414454f2-cd33-40fb-9f27-3728854af395,Saint Vincent and the Grenadines,194.23.79.225
395,227,2025-06-02 07:56:00,13119.79,crypto,online,6fdccf48-a849-4739-9f3e-15eeb8e37478,Bulgaria,114.56.65.90
